id,text,Anger,Fear,Joy,Sadness,Surprise
eng_train_track_b_01784,So... for reasons unknown...,0,1,0,0,2
eng_train_track_b_01785,I now have 12 of those canker sore suckers in my mouth along with a fever since friday.,0,2,0,1,0
eng_train_track_b_01786,"And my ears are stuffed and I can't blow my nose, and I woke up today with the most terrible headache and everything's too hot.",0,2,0,1,0
eng_train_track_b_01787,I did settle down and dry my eyes on my sleeve.,0,0,0,2,0
eng_train_track_b_01788,"I crossed my arms, smiled, tilted my head, and said, `` I thought you were supposed to be in Austria? ''",0,0,1,0,0
eng_train_track_b_01789,wanted to quickly go home and hide my face.,0,2,0,1,0
eng_train_track_b_01790,"And this tradition keep on, every time billy made it to class we would clap and cheer :) until he died.",0,0,2,3,0
eng_train_track_b_01791,Edward rid me of my distraction by biting my shoulder.,0,1,0,0,0
eng_train_track_b_01792,but both well adjusted and successful in our perspective careers.,0,0,2,0,0
eng_train_track_b_01793,Only then did I dare raise the camera to my eye.,0,1,1,0,0
eng_train_track_b_01794,The thing I neglect to mention though.,0,1,0,0,1
eng_train_track_b_01795,"I didn't know what to say, but my nerves were all on edge, straining.",0,3,0,0,0
eng_train_track_b_01796,"He got the location, car make/model/year/color correct, manner of impact, impacting vehicle, everything correct.",0,0,1,0,1
eng_train_track_b_01797,My friend said to get to work on my tooth since I was sitting there ready to go.,0,0,0,0,0
eng_train_track_b_01798,No kids were hurt.,0,0,1,0,0
eng_train_track_b_01799,I felt the sadness like a heaviness-a weight on my heart.,0,0,0,2,0
eng_train_track_b_01800,she is an alcoholic.,0,2,0,2,0
eng_train_track_b_01801,After that we took a taxi home... Right now my leg hurts and while im typing this the photos are uploading... see ya...,1,1,0,1,0
eng_train_track_b_01802,"So I got up so I could pee, sat down and proceeded to throw up all over my legs and underwear.",0,2,0,1,0
eng_train_track_b_01803,"Strange, cause usually I'm the first one to bitch about the cold, but anyway... So Cafe Frangelica at home with a bit of milk so I can drink it without burning my mouth and a dah of sugar.",0,0,1,0,0
eng_train_track_b_01804,"I was able to take a bath, which felt good while I was in it and now I feel horrible again, and I brushed my teeth, and washed my hair, so give me some kudos.",0,0,1,1,0
eng_train_track_b_01805,I wanted to strip the life from my legs.,2,1,0,1,0
eng_train_track_b_01806,Tomorrow I see a cardiologist to check my heart out.,0,2,0,0,0
eng_train_track_b_01807,"like seriously, alot can not understand and im slow at registering words in my brain during that time, so yeah.",0,2,0,1,0
eng_train_track_b_01808,"I abruptly ""woke up"" again out of sleep-paralysis in a state of crazy shock.",0,3,0,0,3
eng_train_track_b_01809,"We stayed in a really lovely hotel-I had two sinks in my bathrooms and white dressing gowns and clippers, any hotel which provides dressing gowns is a good hotel in my eyes.",0,0,2,0,0
eng_train_track_b_01810,About 15 minutes later I got that feeling in my stomach.,0,1,0,0,0
eng_train_track_b_01811,"v-neck shirt, I moved slowly throughout the house, doing my usual morning duties ( diaper changes, breakfast, coffee ), quite lethargically, occasionally brushing a strand of ( dirty ) hair away from my eyes with my hand.",0,0,0,1,0
eng_train_track_b_01812,The very last final I had to take for the semester.,0,1,0,0,0
eng_train_track_b_01813,In about 45 minutes I get to go have a camera stuck down my throat to confirm the existance of the ulcer.All that and we are supposed to leave a week from today and fly to CO..,0,2,0,1,0
eng_train_track_b_01814,How stupid of him.,2,0,0,0,0
eng_train_track_b_01815,"I chuckled, holding my hands up, and sat down in my comfy swivel chair.",0,0,2,0,0
eng_train_track_b_01816,"Second time, been together 6 mo.",0,0,1,0,0
eng_train_track_b_01817,This guy was interested in me.,0,0,1,0,1
eng_train_track_b_01818,"I'm sitting up and not going anywhere, basically half-way through the tube.",0,2,0,0,0
eng_train_track_b_01819,its ok to call people black!,0,1,0,0,1
eng_train_track_b_01820,"Unfortunately in the second hour, I took an odd stroke and my neck popped.",0,2,0,1,0
eng_train_track_b_01821,"Anyway, during a festival miles and miles from home, I hear someone call out to a girl walking by ""Rain!",0,0,1,0,2
eng_train_track_b_01822,"But not very close, It's always been a good bit away.",0,0,0,0,0
eng_train_track_b_01823,We noped out of there pretty fast.,0,2,0,0,1
eng_train_track_b_01824,He couldn't get back home in time and decided to stay and sleep on the path.,0,1,0,1,0
eng_train_track_b_01825,sorry for spelling and stuff.,0,0,0,0,0
eng_train_track_b_01826,"What is truly remarkable about this brotherhood of my moms uncles, is that they all radiate the same aura.",0,0,1,0,0
eng_train_track_b_01827,My eyes were staring at the floor as I said this.,0,1,0,1,0
eng_train_track_b_01828,The whole store erupted into cheering and applause.,0,0,3,0,1
eng_train_track_b_01829,My arms and legs saw sun for the first time in a long time.,0,0,2,0,0
eng_train_track_b_01830,"We hit something as we slide into the side of the road, my eyes flashed open and the car took flight into the trees, now straight ahead of us.",0,1,0,1,1
eng_train_track_b_01831,Tried to talk to my cousin to see whether this was really a possesion or something else.,0,2,0,0,1
eng_train_track_b_01832,Before I knew it I was on my hands and knees and someone close to me let out a terrible grunt at the same time.,0,2,0,0,0
eng_train_track_b_01833,"And without even stopping to think about it, I tuck one of those boxes under my arm and go back to the living room.",0,0,1,0,0
eng_train_track_b_01834,A stranger is running alone in the park.,0,1,0,0,0
eng_train_track_b_01835,"Normally I need a change every year, but or the past six years or so, I've been changing my glasses every 2 since my eyes are slacking off some.",0,1,0,0,0
eng_train_track_b_01836,Her face.... Was priceless.,0,0,2,0,2
eng_train_track_b_01837,"I sat down and enjoyed one of my best poops ever, it was huge, it was liquid and it smelled fantastic (from my POV).",0,0,3,0,0
eng_train_track_b_01838,"So , I spent the whole day staring out of my bedroom window close to tears, which says a lot because I don't cry easily.",0,1,0,3,0
eng_train_track_b_01839,"On my legs and feet I wore leggings, jeans, and then the bib.",0,0,0,0,0
eng_train_track_b_01840,She had jet black hair and was only about five feet tall.,0,0,0,0,1
eng_train_track_b_01841,"There was an awkward, frozen moment as we all acknowledged each other and as my brain scrambled to make sense of this ""hallucination"".",0,3,0,0,2
eng_train_track_b_01842,"When we got up this morning, I could hardly move, and now EVERYTHING from the base of my skull to my waist hurts and my right arm isn't quite right.",0,2,0,2,0
eng_train_track_b_01843,"There was a known, violent mentally-ill person named ""Chop"" in a neighborhood I worked in.",0,3,0,0,1
eng_train_track_b_01844,Luckily for me I have to use the restroom every 15 minutes so midway through our appointment I was already trying to cross my legs again.,0,1,0,0,0
eng_train_track_b_01845,"As a caretaker, this freaked me out to no end.",0,3,0,0,0
eng_train_track_b_01846,A knock on the door and my heart litarely stopped for a good three seconds.,0,3,0,0,1
eng_train_track_b_01847,"I arrived at Penny's doorstep, tears streaming down my face.",0,1,0,3,0
eng_train_track_b_01848,"I hung my head in shame, feeling like the lowest of mothers.",0,1,0,2,0
eng_train_track_b_01849,"And now that we are back, I just feel drained and my calves hurt.",0,0,0,1,0
eng_train_track_b_01850,"I took my eye away from the camera and found the little guy ( or little girl, can't really tell ) a few feet above me now.",0,0,0,0,0
eng_train_track_b_01851,"I needed to come out of a parking lot on the side of the highway and then pull the car up to a high speed so as not to have an accident/annoy highway drivers, so I was pretty nervously sitting there, waiting for the right opportunity.",0,3,0,0,0
eng_train_track_b_01852,But there was peace in my heart.,0,0,2,0,0
eng_train_track_b_01853,I closed my eyes and tried my best to ignore it and i eventually ended up falling asleep.,0,2,0,0,0
eng_train_track_b_01854,That's super weird.,0,1,0,0,2
eng_train_track_b_01855,My disbelief was outstanding.,0,0,0,0,3
eng_train_track_b_01856,"I went to the doctor today to get my ears cleaned...-I got my ears `` Flushed '' because I did have a problem, and it was too close to a dangerous area.",0,2,0,0,0
eng_train_track_b_01857,I drew my robes around me tightly as my legs kept walking to no particular destination.,0,2,0,1,0
eng_train_track_b_01858,He was so close.,0,1,0,1,1
eng_train_track_b_01859,I thought it must have been a good time to have a nap so I fell asleep.,0,0,1,0,0
eng_train_track_b_01860,My heart starts pounding just looking at it and all the thoughts of telling John to leave have wandered out of my head for the moment.,0,2,0,0,0
eng_train_track_b_01861,"and Christian fish bumper stickers, it caught my eye and made me grin.",0,0,2,0,1
eng_train_track_b_01862,"I stopped for water at the rest stops and got doused with a hose, which was very pleasant except my shoes got drenched so I was running with heavy sponges on my feet for the last two miles.",0,1,0,0,0
eng_train_track_b_01863,"I would lay down to bed, blink, and it would be morning.",0,0,0,0,1
eng_train_track_b_01864,"Along with Pete Seeger and Jim White, BSP was one of the first shows that S ren went to ( out of my belly ).",0,0,1,0,0
eng_train_track_b_01865,"I would always be downloading more music and burn it on new, cheap cds.",0,0,1,0,0
eng_train_track_b_01866,Today was a big-A straw that broke my back.,2,1,0,1,0
eng_train_track_b_01867,"I handed him the Ipod he just moved on, I felt the blood dripping down my nose.",0,3,0,2,0
eng_train_track_b_01868,"My long brown hair caressed my face, small curls wrapping around my ear softly.",0,0,1,0,0
eng_train_track_b_01869,"It was a branch line to a gravel quarry, so the three or four daily trains moved slowly.",0,0,0,0,0
eng_train_track_b_01870,I didn't hesitate to leap to my feet.,0,0,1,0,0
eng_train_track_b_01871,Those memories still trigger terror sweats.,0,3,0,0,0
eng_train_track_b_01872,He took the picture and followed the giggling.,0,1,1,0,1
eng_train_track_b_01873,"There were just these empty, black, sockets.",0,3,0,2,2
eng_train_track_b_01874,It also happened to be raining on that day.,0,0,0,0,0
eng_train_track_b_01875,Chapter FourI rolled over in my bunk and yawned stretching my arms above me.,0,0,1,0,0
eng_train_track_b_01876,"One guy threatened to talk to his uncle, a judge, to see if anything could be done to incarcerate me, but I just thought that was embarrassing, especially as I've been through the police stuff and there's nothing they want to do.",1,2,0,0,0
eng_train_track_b_01877,Again the stinging and the audience getting into my head and after several blows I called yellow again.,0,2,0,1,0
eng_train_track_b_01878,So no surgery due to blood clot because I have to take injections and pills to thin my blood way out so the clot doesn't break off and go to my lungs or brain.,0,2,0,1,0
eng_train_track_b_01879,"I woke up, brushed my teeth, and started to play a little maple story.",0,0,1,0,0
eng_train_track_b_01880,"You make me smile like the sun, fall out of bed, sing like a bird, dizzy in my head... Okay, so it's been quite a while since I've wrote last.",0,0,2,0,0
eng_train_track_b_01881,"He was then hit by congestive heart failure, fell into a coma, and passed away.",0,1,0,3,1
eng_train_track_b_01882,"My eyes constantly throbbed from being so dry, even though there always seemed to be tears to cry at night.",0,2,0,3,0
eng_train_track_b_01883,It was long; about two feet in length with sights and bulbs coming out of it in every direction.,0,1,0,0,1
eng_train_track_b_01884,"I stopped, my foot already at a turn in the road that led down to a sunlit valley.",0,0,1,0,0
eng_train_track_b_01885,When something caught my eye.,0,0,0,0,1
eng_train_track_b_01886,I love you boy.,0,0,3,0,0
eng_train_track_b_01887,Which means I was not picking up my feet!,0,0,0,0,0
eng_train_track_b_01888,I opened my eyes.,0,0,1,0,0
eng_train_track_b_01889,I silently sneak out to investigate its source......,0,2,0,0,1
eng_train_track_b_01890,I was quite sad.,0,0,0,2,0
eng_train_track_b_01891,"He bought the first beer, and before it was even gone I had a new full one in my hand!",0,0,1,0,0
eng_train_track_b_01892,He was very weird.,0,1,0,0,1
eng_train_track_b_01893,Watch the mask re-cover my face.,0,0,0,0,0
eng_train_track_b_01894,"Except, I don't fall unconscious.",0,1,0,0,1
eng_train_track_b_01895,"However, my knees were starting to sing a little bit by the end.",0,0,0,1,0
eng_train_track_b_01896,Rolled my eyes at some of the religious nuts I work with.,2,0,0,0,0
eng_train_track_b_01897,My mind was uncooperative when a pen finally found my hand.,1,1,0,0,0
eng_train_track_b_01898,good lord... where to start well i was getting ready to leave for rocky... and my mom saw me and pulled me aside to `` tirm '' my hair... what was once close to my shoulders is no more... now i kinda look like man at arms.,0,0,0,0,0
eng_train_track_b_01899,"One particular experience I had at a place called ""Hernando's Bridge"", however, still scares me to this day.",0,3,0,0,1
eng_train_track_b_01900,"I've got my own room and it's pure luxury after sleeping on the floor for over 3 weeks, my back is loving it too.",0,0,3,0,0
eng_train_track_b_01901,"See, thats the thing, Sean wasnt an alcoholic.",0,0,0,0,1
eng_train_track_b_01902,I feel hot wax on my forehead and then experience a stinging / burning sensation and the sound of my eyebrows being thrown in the trash.,0,2,0,1,1
eng_train_track_b_01903,That's messed up.,1,0,0,0,1
eng_train_track_b_01904,"Linzi and I of course tried them, a decision that I immediately questioned after putting it in my mouth.",0,1,0,0,1
eng_train_track_b_01905,My muscles all relax With the feeling of an empty hand and no pedals beneath my feet.,0,0,2,0,0
eng_train_track_b_01906,"I must have had a strange look on my face because my mother said, `` What's wrong? ''",1,1,0,1,0
eng_train_track_b_01907,I was totally and completely fine with the fact that I had just been bludgeoned with a trampoline $ until I saw the blood; the 57 gallons of blood that proceeded to spew out of my face and cover my tiny little body.,0,2,0,1,2
eng_train_track_b_01908,The spring sun was just rising and his car was already ripping down the highway.,0,1,1,0,1
eng_train_track_b_01909,"I stretched out my arms for balance, and bounced more vigorously.",0,0,1,0,0
eng_train_track_b_01910,We sat quietly to see if we could hear the voice again.,0,2,0,0,1
eng_train_track_b_01911,Ohhhh I put my hands up to my head.,0,1,0,0,0
eng_train_track_b_01912,Then he drove away.,0,0,0,0,0
eng_train_track_b_01913,So I spent most of lunch at the college trying very hard to concentrate on my botany book and not stare at people with a vacant expression on my face.,0,1,0,0,0
eng_train_track_b_01914,"Back when my son was first born, my wife and I purchased a new house and we were just moving in.",0,0,2,0,0
eng_train_track_b_01915,"( I was smart & bit my tongue ) Oh, and great results, but I'm not going into details... ow.We spent all day together, and got pizza & a ton of beer for dinner!",0,0,1,0,0
eng_train_track_b_01916,They also had to flush out my eyes ( which i had had closed the ENTIRE time ) cause they had glass in them.,0,3,0,1,0
eng_train_track_b_01917,There's my stoner floor mate with a fucking stun gun.,2,2,0,0,2
eng_train_track_b_01918,None of us has mentioned the incident since.,0,1,0,2,1
eng_train_track_b_01919,This happened like 10 years ago.,0,0,0,0,1
eng_train_track_b_01920,They no longer live there.,0,0,0,1,0
eng_train_track_b_01921,"The stranger is left speechless, confused, and strangely proud.",0,1,1,0,2
eng_train_track_b_01922,"I stood in the back and flipped through a book, my forehead deeply furrowed as though I was seriously seeking answers to the universe.",0,1,0,1,0
eng_train_track_b_01923,"Callie takes attention at my tone, having probably gotten used to my mumbled thanks in response to all of the attendees who had already been by, and she places her hand protectively at the base of my spine.",0,0,1,0,0
eng_train_track_b_01924,The light would come all the way up to your vehicle and then it would seem to vanish only to be on the other side of you heading the other way.,0,2,0,0,2
eng_train_track_b_01925,#NAME?,0,1,0,0,1
eng_train_track_b_01926,So I'm racking my brain.,0,2,0,0,0
eng_train_track_b_01927,I still cannot explain this.,0,1,0,0,2
eng_train_track_b_01928,"Now he's sobbing and screaming, finally defeated.",0,1,0,3,0
eng_train_track_b_01929,"It made an odd 'thap' noise, you know...",0,1,0,0,1
eng_train_track_b_01930,The waitress had physical therapy experience and prepared a nice bag of ice for my ankle and the beer was FANTASTIC!,0,0,2,0,0
eng_train_track_b_01931,"Then suddenly, she heard a strange thump; but looking around saw nothing.",0,2,0,0,2
eng_train_track_b_01932,"Why was he angry with me?And now, about 24 hours later, I feel a stiffness in my neck, a weird sensation in my right arm.",1,2,0,0,0
eng_train_track_b_01933,"I knew there were bits on this section I had struggled with, like the massive drop offs ( okay, maybe not massive, but they seemed massive to me ) and the steep switchbacks, but again I managed to avoid the urge to grab handfuls of brakes and shut my eyes, and I forced myself to ride the first big drop off and the next few were suddenly much less scary.",0,2,1,0,0
eng_train_track_b_01934,I draw on the bark with my fingers the roots that twist and twine at my side.,0,0,1,0,0
eng_train_track_b_01935,"""Are you sure, sis?",0,2,0,0,1
eng_train_track_b_01936,Kick my heels up and shout.,0,0,2,0,0
eng_train_track_b_01937,my mum had complained to my step dad about feeling uneasy.,0,2,0,1,0
eng_train_track_b_01938,"You could not see a foot in front of you and I practically cried getting to the bottom because the wind and snow was literally burning my face, lol.",0,2,0,1,0
eng_train_track_b_01939,I am exhausted and my back is hurting along with my throat.,0,2,0,1,0
eng_train_track_b_01940,"It could have been slaughter, but he turned his wheel.",0,3,0,0,1
eng_train_track_b_01941,"i did this without counting, so it's good to know that i am slowly getting a handle on eating reasonably without having to write down every single thing i put in my mouth.",0,0,1,0,0
eng_train_track_b_01942,I totally freaked out.,0,3,0,0,2
eng_train_track_b_01943,"Had to scream my lungs out while the guy just let the crowd pass my bag to me, a bag which got passed all the way to the other side, before I finally managed to get my hands on to the neon orange carrier which had my Phone, Camera, Hard Drive, Wallet, and Keys.In the end had to change without bathing in a smelly toilet at Temasek Poly, before bidding Boon Goodbye on the phone whilst complaining about the event.",3,1,0,0,0
eng_train_track_b_01944,I feel it slithering down my skin like a anaconda snake.,0,2,0,0,1
eng_train_track_b_01945,That one was probably the weirdest.,0,0,0,0,1
eng_train_track_b_01946,"After I rationalized a bit, I calmed down.",0,1,1,0,0
eng_train_track_b_01947,The barn is full of corpses.,0,3,0,2,3
eng_train_track_b_01948,watching her leave with dudes drove me crazy.,3,1,0,1,0
eng_train_track_b_01949,"I know most of you will find it hard to believe but, this is my story.",0,1,0,0,1
eng_train_track_b_01950,"I'm not European-American, I'm a white American.",0,0,0,0,0
eng_train_track_b_01951,Well I have the bright idea that I need to stop being like this and I end up alone on the elevator with this girl.,0,2,1,1,1
eng_train_track_b_01952,"there's so much going through my head now, but somethings just can't be said.",0,2,0,1,0
eng_train_track_b_01953,"The Spot on my ear was bot good, but not alarming.",0,0,0,0,0
eng_train_track_b_01954,Thankfully I never went through with it.,0,2,2,0,0
eng_train_track_b_01955,Scared me shitless each time it happened.,0,3,0,0,1
eng_train_track_b_01956,"How I do miss so much the ability to just go here or there whenever my heart desires to go $ But alas I no longer drive; it is for the safety of the world, at large; that is!",0,0,0,1,0
eng_train_track_b_01957,I literally hid my face and my whole self.,0,2,0,1,0
eng_train_track_b_01958,""" and look in my rear view mirror.",0,1,0,0,0
eng_train_track_b_01959,"`` Don't read it to me '', I yelled inside my head.",3,0,0,0,0
eng_train_track_b_01960,It was hung at a very strange angle.,0,1,0,0,1
eng_train_track_b_01961,"For the first time, I noticed their eyes.",0,0,0,0,2
eng_train_track_b_01962,"She grinned toothlessly and with a cackle, spoke: Now your *third* wish.",0,1,0,0,2
eng_train_track_b_01963,"Despite my literal and non-literal `` growing up '' in another place, I had always felt a claim to Calgary, a belonging that wound deep through my bones.",0,0,1,0,0
eng_train_track_b_01964,There was a red burn mark on my chin for a couple of weeks.,0,0,0,1,0
eng_train_track_b_01965,"I began to start running away again, but I tripped and fell flat on my back.",0,1,0,1,0
eng_train_track_b_01966,The other night I was on my way to bed and I stopped in the bathroom to brush my teeth.,0,0,0,0,0
eng_train_track_b_01967,"This'll probably get buried, but what the hell?",0,0,0,0,1
eng_train_track_b_01968,"Somehow, with visions of doll masks and pocket 6s dancing my head, I still managed to fall asleep.",0,1,0,0,1
eng_train_track_b_01969,"A tear bubbled at the corner of my eye, and then slowly caressed my cheek.",0,0,0,1,0
eng_train_track_b_01970,Then proceeded to duck and run past him into the female restroom.,0,3,0,0,1
eng_train_track_b_01971,It really superly dried my face out.,0,1,0,0,0
eng_train_track_b_01972,I close my eyes determined to find light every ray that shines through is blotted with the darkest of dark I hear a constant drumming.,0,3,0,3,0
eng_train_track_b_01973,"""We need to talk"".",1,2,0,1,1
eng_train_track_b_01974,I was very scared.,0,3,0,0,0
eng_train_track_b_01975,"Nope, and they wouldn't let me leave the dog without paying.",2,1,0,0,1
eng_train_track_b_01976,Which means I have a ton of extra time on my hands.,0,0,1,0,0
eng_train_track_b_01977,"I can't sing it in my head because I don't know the Japanese lyrics well enough, so it's a little frustrating.",1,1,0,0,0
eng_train_track_b_01978,"I was doing well emotionally last night and was feeling okay about not having Baby in my arms yet, but this morning has been a lot harder.",0,0,0,2,0
eng_train_track_b_01979,"I whimpered, and my heels started pounding against the hardwood floor.",0,2,0,0,0
eng_train_track_b_01980,"Not a completely awful birthday, but my worst.",0,0,1,2,0
eng_train_track_b_01981,My heart is heavy for the Haitian government.,0,0,0,2,0
eng_train_track_b_01982,"I woke up this morning with my arms, back and sides in that lovely workout pain that soothes me so.",0,0,2,0,0
eng_train_track_b_01983,I bawled my eyes out when Wait.,0,0,0,3,0
eng_train_track_b_01984,"She found her Dad and gave him a rock she had found out side, just a plain old rock.",0,0,1,0,0
eng_train_track_b_01985,"Navy, Air Traffic controller.",0,0,0,0,0
eng_train_track_b_01986,"I should interject here, that I prayed on my knees at the alter for a diagnosis at the church of the nazarene-ONE week before this happened... and then three days ago, my doctor sat me down and showed me my lab tests and gave me the pheochromocytoma word, and the two specialist referrals, looked at me and said `` I'm going to get you your life back.",0,2,1,1,0
eng_train_track_b_01987,"I ran my hand through my hair, trying to clear my head.",0,1,0,0,0
eng_train_track_b_01988,And you'll have just married psycho ex.,2,1,0,0,0
eng_train_track_b_01989,"he kept talking, but i couldn't hear anything but my heart exploding inside my chest, the grand finale.",0,2,0,0,0
eng_train_track_b_01990,3rd I really don't know... Any of the main characters really..,0,1,0,0,0
eng_train_track_b_01991,I covered my face with my hands.,0,1,0,1,0
eng_train_track_b_01992,"Probably just going to be buried, but at least I can tell this story somewhere.",0,0,0,2,0
eng_train_track_b_01993,I put a hand to my brow furrowed with worry and closed my eyes.,0,2,0,1,0
eng_train_track_b_01994,"and the stains, across my heart.",0,1,0,3,0
eng_train_track_b_01995,I have so much stuff in my head right now.,0,2,0,1,0
eng_train_track_b_01996,I got there about 7:00 a.m. and started losing up my legs and doing some yoga.,0,0,1,0,0
eng_train_track_b_01997,"Now, mental illness runs in my family, from fairly ""common"" stuff like depression and anxiety (which I have) to dissociative identity disorder, borderline personality disorder, and schizophrenia.",0,2,0,2,1
eng_train_track_b_01998,My legs are feeling the effects right now.,0,0,0,1,0
eng_train_track_b_01999,"&gt; Needless to say, I never asked to be haunted again.",1,2,0,0,1
eng_train_track_b_02000,My throat goes dry and my cough sounds not even human at some points.,0,2,0,0,0
eng_train_track_b_02001,This bracelet just falls to the ground.,0,1,0,0,1
eng_train_track_b_02002,"Either way, awesome night.",0,0,3,0,0
eng_train_track_b_02003,"I yawned, blinking my eyes rapidly as I muttered, `` Sorry, Lee. ''",0,0,0,0,0
eng_train_track_b_02004,"I seated some where, and just about to open my story book, my eye caught a glimpse of someone standing right do nt even know... Walk to library.",0,1,0,0,1
eng_train_track_b_02005,"Sitting around a few years ago with about 5 friends at my best friends house, i'm watching someone play ps2 and i notice a hand reach out from between the t.v.",0,3,0,0,3
eng_train_track_b_02006,7) Went to dinner with a woman in an open relationship.,0,1,1,0,0
eng_train_track_b_02007,I followed the direction it went thinking it was my friend.,0,1,0,0,1
eng_train_track_b_02008,"So was yesterday, and I was surprised I was able to wear my Coach's without freezing my toes off!",0,0,1,0,1
eng_train_track_b_02009,I will never forget hat day.,0,0,0,2,1
eng_train_track_b_02010,"The issue was, when we were smoking it, it felt sharp and acrid and terrible.",1,2,0,1,1
eng_train_track_b_02011,I saw down the hallway a figure walking slowly toward me.,0,2,0,0,1
eng_train_track_b_02012,"So I left the room, went outside and settled once again for going through my mess in my head.",0,2,0,1,0
eng_train_track_b_02013,I walked out kamiyacho station with a big question mark in my head.,0,2,0,0,1
eng_train_track_b_02014,I had a nightmare.,0,3,0,1,0
eng_train_track_b_02015,"Circus clown wallpaper, circus clown figurines, paintings of circus clowns, small statues of circus clowns.",0,1,0,0,1
eng_train_track_b_02016,"this is why i get up every day, lace up my chucks and keep a smile on my face through all sorts of patron issues.",0,0,2,0,0
eng_train_track_b_02017,and that got my head bobbing a little bit.,0,0,1,0,0
eng_train_track_b_02018,The shock burned a part of my thumb.,0,2,0,1,1
eng_train_track_b_02019,Never trust a fart.,0,1,1,0,0
eng_train_track_b_02020,(It was pretty bad).,0,1,0,2,0
eng_train_track_b_02021,The voice echoed in my ears again.,0,2,0,0,0
eng_train_track_b_02022,"Still starved for human interaction, I say okay.",0,1,0,2,0
eng_train_track_b_02023,"The room really isn't a room, it is as though she is kneeling on the floor but I don't see any walls.",0,2,0,0,2
eng_train_track_b_02024,"Even with all that, my asthma still keeps getting worse and worse.",0,2,0,2,0
eng_train_track_b_02025,"For the first time since I collapsed, I was able to let out how I felt inside and what sounded like shrieking began to come out of my mouth.",0,2,0,1,0
eng_train_track_b_02026,"Just as the priest asks if there is any objections, a huge booming thunder rolls out, sounding like a cannon in the church.",0,2,0,0,3
eng_train_track_b_02027,"My stomach twisted for some reason, instinct telling me that it was Lacie he was talking to.",0,2,0,0,0
eng_train_track_b_02028,They were both fantastic.,0,0,3,0,0
eng_train_track_b_02029,always asking for sex.,1,1,0,0,0
eng_train_track_b_02030,All of a sudden we were standing on the street corner waiting for the light to change so we could cross.,0,0,0,0,1
eng_train_track_b_02031,"Between moving appliances yesterday at work, and this morning where I tensed enough to tweak my back, I'm a bit sore.Now Paka has been staring at me wide-eyed and giving her whining-style meow.",0,0,0,1,0
eng_train_track_b_02032,"I didn't leave town this weekend, knowing it was going to rain ( thus my volunteer day today w / the homeless ) whilst my shoulder is all jacked up and clicking.I think I pinched at nerve at the gym.",0,1,0,1,0
eng_train_track_b_02033,"My hands, my lips, my touch These and are few to what it takes To build something no one can imagine.",0,0,1,0,0
eng_train_track_b_02034,At least I have a single room now!,0,0,2,0,0
eng_train_track_b_02035,"Browsing through that page about wheels, this castle wheel, by H. H. Napier / Glenfield Industries, caught my eye.",0,0,1,0,0
eng_train_track_b_02036,My leg so tired 4.,0,1,0,0,0
eng_train_track_b_02037,I can never forget it.,0,1,0,2,0
eng_train_track_b_02038,Jon and I decided to see how long it took for someone to notice the ring on my finger.,0,0,1,0,1
eng_train_track_b_02039,With work-Adam has really been breathing down my neck about files not being opened fast enough.,2,2,0,0,0
eng_train_track_b_02040,"As I jogged down the street, I noticed that the snow was blowing straight into my eyes.",0,1,0,0,1
eng_train_track_b_02041,I just didn't have it in my legs to keep up with that through the hills and fell back.,0,1,0,1,0
eng_train_track_b_02042,"And again, I kinda woke up to another dream.",0,1,1,0,1
eng_train_track_b_02043,rage.. violence... threats until I leave the house... then she bounces back... goes dancing and has sex with a stranger and tells me about it.,3,2,0,2,2
eng_train_track_b_02044,never felt so depressed before.,0,0,0,3,0
eng_train_track_b_02045,"I guess I should learn to just not open my mouth, because this morning when I woke up, I was in Minnesota!!",0,0,0,0,1
eng_train_track_b_02046,They said they don't remember any man.,0,1,0,1,2
eng_train_track_b_02047,"Bit of a pain for us awkward-types, but never fear!",0,1,1,0,0
eng_train_track_b_02048,"But my natural color, on the underside of my forearms for example, is `` dead fishbelly white.",0,0,0,0,0
eng_train_track_b_02049,There was that one night while sleeping in that nice riad when I felt a tickle at the back of my neck.,0,1,0,0,1
eng_train_track_b_02050,"in january i dropped some dead weight, which relieved my back a little from carrying other peoples problems around too much.",0,1,1,0,0
eng_train_track_b_02051,We cuddled on the couch whilst watching TV.,0,0,2,0,0
eng_train_track_b_02052,"Chef is a title like ""supervisor"" or ""manager"".",0,0,0,0,1
eng_train_track_b_02053,Nobody on the other end.,0,1,0,0,1
eng_train_track_b_02054,"To this day, I can't go to the doctor without maniacally spelling `` vaccinations '' in my head, just to make sure I remember how.",0,1,0,0,0
eng_train_track_b_02055,"I dragged my feet home after a tired day in school ( oh man, it's only the first day! )",0,0,0,1,0
eng_train_track_b_02056,They check out the whole house and say it's clear to go back inside.,0,1,1,0,0
eng_train_track_b_02057,"Quite full in my heart actually, for affirming this man, so lovingly, and fearlessly.",0,0,1,0,0
eng_train_track_b_02058,Please stop stealing our dogs!,3,1,0,1,0
eng_train_track_b_02059,I felt the afterglow of the late afternoon sun and the cool zephyr on my skin at the same time when I stood outside the main gates of the university just before I saw his car making that turn.,0,0,2,0,0
eng_train_track_b_02060,Just got back from the dentist a little while ago and I am not a happy camper: ( The Novocaine hasn't even worn completely off yet and my jaw is throbbing.,1,1,0,2,0
eng_train_track_b_02061,Key then hit me on the side of my head.,3,2,0,0,1
